
00:57:27,569,453,863,,,Udara,fresh
00:57:57,567,459,869,,,Udara,fresh
00:58:27,565,452,868,,,Udara,fresh
00:58:57,581,450,866,,,Udara,fresh
00:59:27,567,451,893,,,Udara,fresh
00:59:57,570,454,866,,,Udara,fresh
01:00:27,585,466,865,,,Udara,fresh
01:00:57,571,449,866,,,Udara,fresh
01:01:27,566,451,860,,,Udara,fresh
01:01:57,560,448,861,,,Udara,fresh
01:02:27,565,452,865,,,Udara,fresh
01:02:57,562,450,852,,,Udara,fresh
01:03:27,572,455,851,,,Udara,fresh
01:03:57,565,451,862,,,Udara,fresh
01:04:27,586,466,866,,,Udara,fresh
01:04:57,565,453,877,,,Udara,fresh
01:05:27,565,446,857,,,Udara,fresh
01:05:57,562,446,859,,,Udara,fresh
01:06:27,558,454,848,,,Udara,fresh
01:06:57,561,448,856,,,Udara,fresh
01:07:27,555,442,852,,,Udara,fresh
01:07:57,560,449,854,,,Udara,fresh
01:08:27,560,455,857,,,Udara,fresh
01:08:57,560,448,862,,,Udara,fresh
01:09:27,559,433,853,,,Udara,fresh
01:09:57,559,451,849,,,Udara,fresh
01:10:27,555,445,851,,,Udara,fresh
01:10:57,559,448,845,,,Udara,fresh
01:11:27,552,450,857,,,Udara,fresh
01:11:57,557,443,851,,,Udara,fresh
01:12:27,557,443,848,,,Udara,fresh
01:12:57,554,448,852,,,Udara,fresh
01:13:27,550,451,861,,,Udara,fresh
01:13:57,620,449,848,,,Udara,fresh
01:14:27,554,445,849,,,Udara,fresh
01:14:57,528,443,848,,,Udara,fresh
01:15:27,575,448,849,,,Udara,fresh
01:15:57,546,447,850,,,Udara,fresh
01:16:27,560,451,845,,,Udara,fresh
01:16:57,553,447,848,,,Udara,fresh
01:17:27,551,449,848,,,Udara,fresh
01:17:57,554,448,848,,,Udara,fresh
01:18:27,555,448,847,,,Udara,fresh
01:18:57,565,447,851,,,Udara,fresh
01:19:27,499,435,851,,,Udara,fresh
01:19:57,549,442,848,,,Udara,fresh
01:20:27,545,448,841,,,Udara,fresh
01:20:57,546,445,835,,,Udara,fresh
01:21:27,549,446,837,,,Udara,fresh
01:21:57,545,444,839,,,Udara,fresh
01:22:27,549,448,840,,,Udara,fresh
01:22:57,543,447,840,,,Udara,fresh
01:23:27,549,445,846,,,Udara,fresh
01:23:57,548,447,843,,,Udara,fresh
01:24:27,547,448,841,,,Udara,fresh
01:24:57,547,421,834,,,Udara,fresh
01:25:27,546,447,837,,,Udara,fresh
01:25:57,549,448,834,,,Udara,fresh
01:26:27,546,445,837,,,Udara,fresh
01:26:57,560,441,832,,,Udara,fresh
01:27:27,545,458,833,,,Udara,fresh
01:27:57,511,449,837,,,Udara,fresh
01:28:27,547,471,837,,,Udara,fresh
01:28:57,546,445,832,,,Udara,fresh
01:29:27,539,445,837,,,Udara,fresh
01:29:57,541,448,832,,,Udara,fresh
01:30:27,544,449,835,,,Udara,fresh
01:30:57,511,443,831,,,Udara,fresh
01:31:27,531,445,833,,,Udara,fresh
01:31:57,541,447,836,,,Udara,fresh
01:32:27,531,442,836,,,Udara,fresh
01:32:57,544,448,833,,,Udara,fresh
01:33:27,528,442,832,,,Udara,fresh
01:33:57,541,451,832,,,Udara,fresh
01:34:27,535,442,833,,,Udara,fresh
01:34:57,539,445,830,,,Udara,fresh
01:35:27,541,446,835,,,Udara,fresh
01:35:57,541,452,832,,,Udara,fresh
01:36:27,535,444,842,,,Udara,fresh
01:36:57,546,442,827,,,Udara,fresh
01:37:27,537,445,832,,,Udara,fresh
01:37:57,501,435,832,,,Udara,fresh
